이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2021/04/22/SB000000000026068332_1619091819_image1_S.jpeg,하루배송,유어아운스퀘어,(6컬러/댄디한느낌) 엔틱 꽈배기 라운드 하객룩 출근룩 반팔 니트 _유어아운스퀘어,10%,"24,930원","27,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2021/04/09/SB000000000024916254_1617982482_image1_S.jpeg,하루배송,더모닌,[롱기장/힙커버] 뒤트임 롱 셔츠 2color_더모닌,10%,"26,640원","29,600원",68개 구매중,상의
https://image.brandi.me/cproduct/2021/04/03/SB000000000024222792_1617471545_image1_S.jpeg,하루배송,수니,워터 허리끈 리본 브이넥  블라우스_수니,10%,"24,930원","27,700원",29개 구매중,상의
https://image.brandi.me/cproduct/2021/04/02/SB000000000024143610_1617348462_image1_S.jpeg,하루배송,키키러브,"[레이어드] 스타일로 포인트, 루즈핏 볼레로 크롭 반팔]볼레로크롭반팔티_키키러브",6%,"16,730원","17,800원",10개 구매중,상의
https://image.brandi.me/cproduct/2021/03/30/SB000000000023870769_1617098312_image1_S.jpeg,하루배송,더블유비,찰랑 베리 루즈핏 유넥 데일리 반팔 티셔츠_더블유비,10%,"14,220원","15,800원",34개 구매중,상의
https://image.brandi.me/cproduct/2021/03/27/SB000000000023658089_1616808893_image1_S.jpeg,하루배송,메종셀린,젤라또 스트링 프릴 블라우스_메종셀린,10%,"26,640원","29,600원",142개 구매중,상의
https://image.brandi.me/cproduct/2021/02/05/SB000000000020253614_1612539037_image1_S.jpeg,하루배송,망뜨스튜디오,주문폭주 재진행! 순면부드러움 슬림핏 무지 반팔_망뜨스튜디오,5%,"14,060원","14,800원",15개 구매중,상의
https://image.brandi.me/cproduct/2021/02/22/SB000000000020153282_1613990263_image1_S.jpeg,하루배송,위시리스트,(7color) 케이블 꽈배기 크롭 니트 _ 위시리스트,7%,"22,040원","23,700원",322개 구매중,상의
https://image.brandi.me/cproduct/2020/06/27/17776944_1593239138_image1_M.jpg,하루배송,미닛마켓,기본 5부 쫀쫀 글램 라운드 티셔츠 (5color) _미닛마켓,10%,"19,530원","21,700원",260개 구매중,상의
https://image.brandi.me/cproduct/2020/04/13/15453346_1586755703_image1_M.jpg,하루배송,유라타임,클린 썸머 긴팔 스트라이프 티_유라타임,10%,"13,320원","14,800원",23개 구매중,상의
https://image.brandi.me/cproduct/2019/12/09/12472272_1575875783_image1_M.jpg,하루배송,플랫버드,하찌 박스 루즈핏 앙고라 라운드 니트_플랫버드,10%,"47,880원","53,200원",358개 구매중,상의
https://image.brandi.me/cproduct/2022/05/17/SB000000000062346339_1652774275_image1_S.jpeg,하루배송,디데이걸,"[여름 니트] 가든, 썸머 브이넥 반팔 니트_디데이걸",10%,"21,330원","23,700원",12개 구매중,상의
https://image.brandi.me/cproduct/2022/05/10/SB000000000061647893_1652149268_image1_S.jpeg,하루배송,유라타임,줄라이 린넨 루즈핏 브이넥 반팔 니트_유라타임,10%,"24,930원","27,700원",19개 구매중,상의
https://image.brandi.me/cproduct/2022/05/08/SB000000000061538198_1652052395_image1_S.jpeg,하루배송,로그인,컬러추천/ 아노 반팔 라운드 크롭 티셔츠 (8 color) _로그인,10%,"13,320원","14,800원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/05/03/SB000000000061172981_1651603391_image1_S.jpeg,하루배송,미닛마켓,크롭 유넥 단추 배색 반팔티셔츠 (3color) _미닛마켓,10%,"19,530원","21,700원",16개 구매중,상의
https://image.brandi.me/cproduct/2022/05/11/SB000000000061165517_1652272104_image1_S.jpeg,하루배송,미닛마켓,소프트 골지 크롭 스판 긴팔 티셔츠 (3color) _미닛마켓,10%,"17,730원","19,700원",40개 구매중,상의
https://image.brandi.me/cproduct/2022/05/01/SB000000000060900390_1651408214_image1_S.jpeg,하루배송,로그인,허리잘록) 프리츄 미니 크롭 반팔 니트 (6 color) _로그인,7%,"20,180원","21,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/04/26/SB000000000060414478_1650970184_image1_S.jpeg,하루배송,버튼나인,(뱀부40/국내생산) 데일리 여름 반팔 니트(7color)_버튼나인,7%,"20,180원","21,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/04/25/SB000000000060301436_1650891960_image1_S.jpeg,하루배송,미우블랑,[촉감좋아요] 찰랑 소프트 러브 레터링 반팔 티셔츠_미우블랑,6%,"18,520원","19,700원",14개 구매중,상의
https://image.brandi.me/cproduct/2022/04/27/SB000000000060120361_1651035690_image1_S.jpeg,하루배송,치치룸,[미친핏/3COL]유니크 뒷밴딩 크롭 커프스 카라 셔츠_치치룸,10%,"21,330원","23,700원",54개 구매중,상의
https://image.brandi.me/cproduct/2022/04/20/SB000000000059840684_1650446663_image1_S.jpeg,하루배송,몽그라미x하루배송,햇빛차단! 여리 성글짜임 스트라이프 부클 니트(5color)_몽그라미​​​​​​​_2,10%,"23,130원","25,700원",23개 구매중,상의
https://image.brandi.me/cproduct/2022/04/19/SB000000000059732384_1650357878_image1_S.jpeg,하루배송,글로인,[3COLOR] 쿨링 스트라이프 루즈 NB _글로인,10%,"19,530원","21,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/04/19/SB000000000059725455_1650355544_image1_S.jpeg,하루배송,피톤치드,[페미닌/여리여리] 오프 반팔 티셔츠 4color_피톤치드,10%,"13,320원","14,800원",31개 구매중,상의
https://image.brandi.me/cproduct/2022/04/14/SB000000000059291028_1649912594_image1_S.jpeg,하루배송,일랑,미니크롭 고잉 투 반팔_일랑,10%,"14,220원","15,800원",13개 구매중,상의
